name,url,role,roleKorean,region,language,stars,maturity,evidence,fileCount,dirCount,maxDepth,truncated,sourceDepthScore,patterns,dependencyCues,keySourceReferences,sourceRisks,deepInsight,reportPath,localPath
tok-it/detoks,https://github.com/tok-it/detoks,llm-wiki-rag,LLM 위키/RAG/지식베이스,korea,TypeScript,0,solid,source+report,484,98,7,false,111,cli-first;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface,llama,retrieval:tests/ts/unit/scripts/benchmark-memory-effects.test.ts;retrieval:tests/ts/unit/core/task-graph/DAGValidator.test.ts;retrieval:tests/ts/unit/core/task-graph/dataTest_Compact.test.ts;retrieval:tests/ts/unit/core/task-graph/DependencyResolver.test.ts;entrypoints:bin/detoks.js;docs:README.en.md;docs:README.ko.md;docs:README.md;docs:video-demo/book-rental-service/README.md;eval:test-replace.js;eval:tmp/translate-model-benchmark/2026-05-16T06-45-43-237Z-deepseek-r1-0528-qwen3-8b.json;eval:tmp/translate-model-benchmark/2026-05-16T06-45-43-237Z-qwen3.5-2b.json,,"LLM 위키/RAG/지식베이스 관점에서 cli-first, agent/tool runtime, retrieval/vector path 구조로 읽힌다. 핵심 소스 근거는 retrieval=tests/ts/unit/scripts/benchmark-memory-effects.test.ts, tests/ts/unit/core/task-graph/DAGValidator.test.ts, tests/ts/unit/core/task-graph/dataTest_Compact.test.ts이고, 의존성 단서는 llama, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/korea-trending/repositories/tok-it__detoks.md,sources/tok-it__detoks
alibaba/zvec,https://github.com/alibaba/zvec,llm-wiki-rag,LLM 위키/RAG/지식베이스,global,C++,10812,high-signal,source+report,1188,205,7,false,110,agent/tool runtime;retrieval/vector path;eval/test harness;security/policy surface;containerized deploy;ui/extension surface,next,retrieval:tools/core/index_meta_helper.h;retrieval:tools/core/vecs_index_holder.h;retrieval:tests/db/sqlengine/vector_recall_test.cc;retrieval:tests/db/index/CMakeLists.txt;docs:README_CN.md;docs:README.md;docs:tools/core/README.md;docs:scripts/README.md;eval:tools/db/fts_bench_main.cc;eval:tools/core/bench_original.cc;eval:tools/core/bench_result.h;eval:tools/core/bench.cc,entrypoint path not obvious,"LLM 위키/RAG/지식베이스 관점에서 agent/tool runtime, retrieval/vector path, eval/test harness 구조로 읽힌다. 핵심 소스 근거는 retrieval=tools/core/index_meta_helper.h, tools/core/vecs_index_holder.h, tests/db/sqlengine/vector_recall_test.cc이고, 의존성 단서는 next, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, container/deploy 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/global-trending/repositories/alibaba__zvec.md,sources/alibaba__zvec
neuron-core/neuron-ai,https://github.com/neuron-core/neuron-ai,llm-wiki-rag,LLM 위키/RAG/지식베이스,global,PHP,1966,high-signal,source+report,759,144,6,false,110,cli-first;agent/tool runtime;retrieval/vector path;eval/test harness;containerized deploy,,retrieval:tests/RAG/RAGTest.php;retrieval:src/RAG/AGENTS.md;retrieval:src/RAG/Document.php;retrieval:src/RAG/RAG.php;entrypoints:bin/neuron;docs:README.md;docs:docs/images/inspector.png;docs:docs/images/workflow.png;docs:docs/images/youtube.png;eval:tests/ArrayPropertyTest.php;eval:tests/DeserializerTest.php;eval:tests/ExtractorTest.php,,"LLM 위키/RAG/지식베이스 관점에서 cli-first, agent/tool runtime, retrieval/vector path 구조로 읽힌다. 핵심 소스 근거는 retrieval=tests/RAG/RAGTest.php, src/RAG/AGENTS.md, src/RAG/Document.php이고, 의존성 단서는 dependency cue 약함, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, container/deploy 파일이 보임, 에이전트 지시문 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/global-trending/repositories/neuron-core__neuron-ai.md,sources/neuron-core__neuron-ai
aws/agent-toolkit-for-aws,https://github.com/aws/agent-toolkit-for-aws,agent-harness-mcp,에이전트 하네스/MCP,global,Python,900,solid,source+report,751,240,7,false,110,agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface,,mcp:plugins/aws-data-analytics/.mcp.json;mcp:plugins/aws-core/.mcp.json;mcp:plugins/aws-agents-for-devsecops/.mcp.json;mcp:plugins/aws-agents/.mcp.json;agentRuntime:tools/validate.py;agentRuntime:skills/README.md;agentRuntime:skills/specialized-skills/system-table-skills/querying-aws-sagemaker-catalog/SKILL.md;agentRuntime:skills/specialized-skills/system-table-skills/querying-aws-s3/SKILL.md;config:skills/specialized-skills/database-skills/amazon-keyspaces/scripts/package.json;ci:.github/workflows/build.yml;ci:.github/workflows/codeql.yml;eval:skills/specialized-skills/database-skills/amazon-elasticache/scripts/test_connection.py,entrypoint path not obvious,"에이전트 하네스/MCP 관점에서 agent/tool runtime, retrieval/vector path, spec/docs-driven 구조로 읽힌다. 핵심 소스 근거는 mcp=plugins/aws-data-analytics/.mcp.json, plugins/aws-core/.mcp.json, plugins/aws-agents-for-devsecops/.mcp.json이고, 의존성 단서는 dependency cue 약함, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/global-trending/repositories/aws__agent-toolkit-for-aws.md,sources/aws__agent-toolkit-for-aws
naver/scavenger,https://github.com/naver/scavenger,ai-infrastructure-serving,AI 인프라/서빙,korea,Java,465,solid,source+report,760,299,11,false,110,cli-first;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness,,entrypoints:scavenger-frontend/src/main.js;entrypoints:scavenger-frontend/src/customer/main.js;config:scavenger-frontend/package.json;config:scavenger-agent-python/poetry.lock;config:scavenger-agent-python/pyproject.toml;config:scavenger-agent-python/tests/samples/flask_sample/requirements.txt;ci:.github/workflows/build-develop.yml;ci:.github/workflows/build-main.yml;ci:.github/workflows/build-test-reports.yml;ci:.github/workflows/release.yml;eval:scavenger-schema/src/main/resources/db/changelog/test-data-set-1.1.2.sql;eval:scavenger-schema/src/main/resources/db/changelog/test-data-set-1.1.4.sql,,"AI 인프라/서빙 관점에서 cli-first, agent/tool runtime, retrieval/vector path 구조로 읽힌다. 핵심 소스 근거는 entrypoints=scavenger-frontend/src/main.js, scavenger-frontend/src/customer/main.js이고, 의존성 단서는 dependency cue 약함, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/korea-trending/repositories/naver__scavenger.md,sources/naver__scavenger
opensolon/solon-ai,https://github.com/opensolon/solon-ai,agent-harness-mcp,에이전트 하네스/MCP,global,Java,404,solid,source+report,1477,1149,13,false,110,agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface;containerized deploy,,mcp:solon-ai-mcp/NOTICE;mcp:solon-ai-mcp/pom.xml;mcp:solon-ai-mcp/reconnect.md;mcp:solon-ai-mcp/src/test/resources/app-client-serverparams.yml;agentRuntime:solon-ai-ui/solon-ai-ui-agui/src/main/java/org/noear/solon/ai/ui/agui/Context.java;agentRuntime:solon-ai-ui/solon-ai-ui-agui/src/main/java/org/noear/solon/ai/ui/agui/tool/FunctionCall.java;agentRuntime:solon-ai-ui/solon-ai-ui-agui/src/main/java/org/noear/solon/ai/ui/agui/tool/Tool.java;agentRuntime:solon-ai-ui/solon-ai-ui-agui/src/main/java/org/noear/solon/ai/ui/agui/tool/ToolCall.java;container:solon-ai-rag-repositorys/solon-ai-repo-weaviate/docker-compose.yml;container:solon-ai-rag-repositorys/solon-ai-repo-redis/docker-compose.yml;eval:TEST.md;eval:solon-ai-talents/solon-ai-talents/src/test/resources/app.yml,entrypoint path not obvious;ci path not obvious,"에이전트 하네스/MCP 관점에서 agent/tool runtime, retrieval/vector path, spec/docs-driven 구조로 읽힌다. 핵심 소스 근거는 mcp=solon-ai-mcp/NOTICE, solon-ai-mcp/pom.xml, solon-ai-mcp/reconnect.md이고, 의존성 단서는 dependency cue 약함, 검증/운영 단서는 test/eval 경로가 보임, container/deploy 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/global-trending/repositories/opensolon__solon-ai.md,sources/opensolon__solon-ai
stefanoamorelli/sec-edgar-mcp,https://github.com/stefanoamorelli/sec-edgar-mcp,agent-harness-mcp,에이전트 하네스/MCP,global,Python,319,solid,source+report,75,17,4,false,110,cli-first;api/server;agent/tool runtime;spec/docs-driven;eval/test harness;security/policy surface;containerized deploy,mcp,mcp:sec-edgar-mcp-logo.png;mcp:sec_edgar_mcp/__init__.py;mcp:sec_edgar_mcp/config.py;mcp:sec_edgar_mcp/document_parser.py;agentRuntime:sec_edgar_mcp/tools/__init__.py;agentRuntime:sec_edgar_mcp/tools/base.py;agentRuntime:sec_edgar_mcp/tools/company.py;agentRuntime:sec_edgar_mcp/tools/filings.py;entrypoints:server.json;entrypoints:sec_edgar_mcp/server.py;config:pyproject.toml;config:uv.lock,,"에이전트 하네스/MCP 관점에서 cli-first, api/server, agent/tool runtime 구조로 읽힌다. 핵심 소스 근거는 mcp=sec-edgar-mcp-logo.png, sec_edgar_mcp/__init__.py, sec_edgar_mcp/config.py이고, 의존성 단서는 mcp, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, container/deploy 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/global-trending/repositories/stefanoamorelli__sec-edgar-mcp.md,sources/stefanoamorelli__sec-edgar-mcp
gustavoeenriquez/MakerAi,https://github.com/gustavoeenriquez/MakerAi,agent-harness-mcp,에이전트 하네스/MCP,korea,Pascal,184,emerging,source+report,1344,291,5,false,110,monorepo/workspace;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface,,mcp:Source/Memory/uMakerAi.Memory.MCP.pas;mcp:Source/Agents/uMakerAi.Agents.Tools.MCP.pas;mcp:Docs/Version 3/PDF/uMakerAi-MCP.Server.EN.pdf;mcp:Docs/Version 3/PDF/uMakerAi-MCP.Server.ES.pdf;agentRuntime:Source/Tools/CLAUDE.md;agentRuntime:Source/Tools/uMakerAi.ElevenLabs.Speech.pas;agentRuntime:Source/Tools/uMakerAi.Gemini.Speech.pas;agentRuntime:Source/Tools/uMakerAi.Gemini.Veo.pas;instruction:CLAUDE.md;instruction:Source/CLAUDE.md;instruction:Source/WebSocket/CLAUDE.md;instruction:Source/Utils/CLAUDE.md,entrypoint path not obvious;ci path not obvious,"에이전트 하네스/MCP 관점에서 monorepo/workspace, agent/tool runtime, retrieval/vector path 구조로 읽힌다. 핵심 소스 근거는 mcp=Source/Memory/uMakerAi.Memory.MCP.pas, Source/Agents/uMakerAi.Agents.Tools.MCP.pas, Docs/Version 3/PDF/uMakerAi-MCP.Server.EN.pdf이고, 의존성 단서는 dependency cue 약함, 검증/운영 단서는 test/eval 경로가 보임, 에이전트 지시문 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/global-trending/repositories/gustavoeenriquez__MakerAi.md,sources/gustavoeenriquez__MakerAi
EfficientContext/ContextPilot,https://github.com/EfficientContext/ContextPilot,ai-infrastructure-serving,AI 인프라/서빙,global,Python,115,solid,source+report,192,35,4,false,110,cli-first;api/server;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;containerized deploy,openai;fastapi;transformers;llama,entrypoints:opencode-plugin/src/index.test.ts;entrypoints:opencode-plugin/src/index.ts;entrypoints:openclaw-plugin/src/index.ts;container:examples/openclaw/docker-compose.yml;container:examples/openclaw/Dockerfile;container:docker/Dockerfile;container:docker/Dockerfile.lmcache;config:pyproject.toml;config:requirements.txt;config:opencode-plugin/package.json;config:opencode-plugin/tsconfig.json;ci:.github/workflows/bump-plugin.yml,,"AI 인프라/서빙 관점에서 cli-first, api/server, agent/tool runtime 구조로 읽힌다. 핵심 소스 근거는 entrypoints=opencode-plugin/src/index.test.ts, opencode-plugin/src/index.ts, openclaw-plugin/src/index.ts이고, 의존성 단서는 openai, fastapi, transformers, llama, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, container/deploy 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/global-trending/repositories/EfficientContext__ContextPilot.md,sources/EfficientContext__ContextPilot
Samsung/Vyond,https://github.com/Samsung/Vyond,general-ai-open-source,일반 AI 오픈소스,korea,C,13,emerging,source+report,15000,1686,13,true,110,cli-first;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface,,entrypoints:chipyard-1.11.0/tools/install-circt/bin/download-release-or-nightly-circt.sh;entrypoints:chipyard-1.11.0/tools/axe/src/Main.cpp;entrypoints:chipyard-1.11.0/toolchains/riscv-tools/riscv-tests/debug/bin/README.md;entrypoints:chipyard-1.11.0/toolchains/riscv-tools/riscv-tests/debug/bin/RTOSDemo32.axf;config:worldguard/tests/sims/Makefile;config:worldguard/tests/libgloss/Makefile;config:worldguard/tests/fpga-baremetal/vcu118/Makefile;config:tee/sbi/opensbi/Makefile;docs:README.md;docs:worldguard/README.md;docs:worldguard/tests/README.md;docs:worldguard/docs/Design_Issue.md,scan truncated at 15000 files;ci path not obvious,"일반 AI 오픈소스 관점에서 cli-first, agent/tool runtime, retrieval/vector path 구조로 읽힌다. 핵심 소스 근거는 entrypoints=chipyard-1.11.0/tools/install-circt/bin/download-release-or-nightly-circt.sh, chipyard-1.11.0/tools/axe/src/Main.cpp, chipyard-1.11.0/toolchains/riscv-tools/riscv-tests/debug/bin/README.md이고, 의존성 단서는 dependency cue 약함, 검증/운영 단서는 test/eval 경로가 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/korea-trending/repositories/Samsung__Vyond.md,sources/Samsung__Vyond
kaplanelad/shellfirm,https://github.com/kaplanelad/shellfirm.git,agent-harness-mcp,에이전트 하네스/MCP,mixed,,0,solid,deep-source+report,182,33,6,false,110,cli-first;agent/tool runtime;eval/test harness;security/policy surface;containerized deploy,,mcp:shellfirm/src/mcp.rs;mcp:shellfirm/src/bin/cmd/mcp_cmd.rs;agentRuntime:shellfirm/src/agent.rs;agentRuntime:shellfirm/src/context.rs;agentRuntime:shellfirm/src/tui/tabs/context.rs;entrypoints:shellfirm/src/bin/shellfirm.rs;entrypoints:shellfirm/src/bin/cmd/audit_cmd.rs;entrypoints:shellfirm/src/bin/cmd/check_cmd.rs;entrypoints:shellfirm/src/bin/cmd/command.rs;config:Cargo.lock;config:Cargo.toml;config:Makefile,,"에이전트 하네스/MCP 관점에서 cli-first, agent/tool runtime, eval/test harness 구조로 읽힌다. 핵심 소스 근거는 mcp=shellfirm/src/mcp.rs, shellfirm/src/bin/cmd/mcp_cmd.rs이고, 의존성 단서는 dependency cue 약함, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, container/deploy 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/clone-structures/kaplanelad__shellfirm.md,sources/kaplanelad__shellfirm
nanobrowser/nanobrowser,https://github.com/nanobrowser/nanobrowser,agent-harness-mcp,에이전트 하네스/MCP,mixed,,0,solid,deep-source+report,256,81,7,false,110,monorepo/workspace;agent/tool runtime;retrieval/vector path;eval/test harness;security/policy surface;ui/extension surface,react,agentRuntime:pages/side-panel/public/icons/planner.svg;agentRuntime:packages/shared/lib/hooks/index.ts;agentRuntime:packages/shared/lib/hooks/useStorage.tsx;agentRuntime:chrome-extension/src/background/browser/context.ts;entrypoints:pages/side-panel/src/index.css;entrypoints:pages/side-panel/src/index.tsx;entrypoints:pages/options/src/index.css;entrypoints:pages/options/src/index.tsx;instruction:CLAUDE.md;config:package.json;config:pnpm-workspace.yaml;config:turbo.json,ci path not obvious,"에이전트 하네스/MCP 관점에서 monorepo/workspace, agent/tool runtime, retrieval/vector path 구조로 읽힌다. 핵심 소스 근거는 agentRuntime=pages/side-panel/public/icons/planner.svg, packages/shared/lib/hooks/index.ts, packages/shared/lib/hooks/useStorage.tsx이고, 의존성 단서는 react, 검증/운영 단서는 test/eval 경로가 보임, 에이전트 지시문 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/clone-structures/nanobrowser__nanobrowser.md,sources/nanobrowser__nanobrowser
TencentCloud/TencentDB-Agent-Memory,https://github.com/TencentCloud/TencentDB-Agent-Memory,llm-wiki-rag,LLM 위키/RAG/지식베이스,global,TypeScript,5871,solid,source+report,169,43,5,false,109,cli-first;api/server;agent/tool runtime;retrieval/vector path;eval/test harness;security/policy surface;containerized deploy,openai;llama,retrieval:index.ts;retrieval:src/utils/memory-cleaner.ts;retrieval:src/offload/index.ts;retrieval:src/offload/local-llm/index.ts;entrypoints:src/gateway/server.ts;entrypoints:bin/export-tencent-vdb.mjs;entrypoints:bin/migrate-sqlite-to-tcvdb.mjs;entrypoints:bin/read-local-memory.mjs;docs:README_CN.md;docs:README.md;docs:src/cli/README.md;docs:scripts/README.memory-tencentdb-ctl.md,,"LLM 위키/RAG/지식베이스 관점에서 cli-first, api/server, agent/tool runtime 구조로 읽힌다. 핵심 소스 근거는 retrieval=index.ts, src/utils/memory-cleaner.ts, src/offload/index.ts이고, 의존성 단서는 openai, llama, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, container/deploy 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/global-trending/repositories/TencentCloud__TencentDB-Agent-Memory.md,sources/TencentCloud__TencentDB-Agent-Memory
cocoindex-io/cocoindex-code,https://github.com/cocoindex-io/cocoindex-code,agent-harness-mcp,에이전트 하네스/MCP,global,Python,2100,high-signal,source+report,65,16,5,false,109,cli-first;api/server;agent/tool runtime;retrieval/vector path;eval/test harness;security/policy surface;containerized deploy,mcp;pydantic;typer;transformers,agentRuntime:skills/ccc/SKILL.md;agentRuntime:skills/ccc/references/management.md;agentRuntime:skills/ccc/references/settings.md;entrypoints:src/cocoindex_code/__main__.py;entrypoints:src/cocoindex_code/server.py;instruction:CLAUDE.md;config:pyproject.toml;config:uv.lock;ci:.github/workflows/pre-commit.yml;ci:.github/workflows/release.yml;container:docker/docker-compose.yml;container:docker/Dockerfile,,"에이전트 하네스/MCP 관점에서 cli-first, api/server, agent/tool runtime 구조로 읽힌다. 핵심 소스 근거는 agentRuntime=skills/ccc/SKILL.md, skills/ccc/references/management.md, skills/ccc/references/settings.md이고, 의존성 단서는 mcp, pydantic, typer, transformers, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, container/deploy 파일이 보임, 에이전트 지시문 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/global-trending/repositories/cocoindex-io__cocoindex-code.md,sources/cocoindex-io__cocoindex-code
yifanfeng97/Hyper-Extract,https://github.com/yifanfeng97/Hyper-Extract,agent-harness-mcp,에이전트 하네스/MCP,mixed,Python,1571,high-signal,source+report,449,110,6,false,109,cli-first;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface,openai;anthropic;langchain;pydantic;typer;faiss,agentRuntime:hyperextract-skills/SKILL.md;agentRuntime:hyperextract-skills/yaml-validator/SKILL.md;agentRuntime:hyperextract-skills/template-optimizer/SKILL.md;agentRuntime:hyperextract-skills/record-designer/SKILL.md;entrypoints:hyperextract/cli/__main__.py;config:pyproject.toml;config:uv.lock;ci:.github/workflows/docs.yml;ci:.github/workflows/integration.yml;eval:tests/__init__.py;eval:tests/conftest.py,,"에이전트 하네스/MCP 관점에서 cli-first, agent/tool runtime, retrieval/vector path 구조로 읽힌다. 핵심 소스 근거는 agentRuntime=hyperextract-skills/SKILL.md, hyperextract-skills/yaml-validator/SKILL.md, hyperextract-skills/template-optimizer/SKILL.md이고, 의존성 단서는 openai, anthropic, langchain, pydantic, typer, faiss, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 11개 파일 경로를 직접 스캔해야 확인된다.",reports/llm-wiki/repositories/yifanfeng97__Hyper-Extract.md,sources/yifanfeng97__Hyper-Extract
your-papa/obsidian-Smart2Brain,https://github.com/your-papa/obsidian-Smart2Brain,ai-infrastructure-serving,AI 인프라/서빙,global,TypeScript,1130,high-signal,source+report,371,67,6,false,109,cli-first;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface;ui/extension surface,openai;anthropic;mcp;langchain;langgraph;next;ollama;llama,entrypoints:src/main.ts;config:package.json;config:tsconfig.json;ci:.github/workflows/logs.yml;ci:.github/workflows/release.yml;eval:test/setup.test.ts;eval:test/setup.ts;instruction:AGENTS.md,,"AI 인프라/서빙 관점에서 cli-first, agent/tool runtime, retrieval/vector path 구조로 읽힌다. 핵심 소스 근거는 entrypoints=src/main.ts이고, 의존성 단서는 openai, anthropic, mcp, langchain, langgraph, next, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, 에이전트 지시문 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 8개 파일 경로를 직접 스캔해야 확인된다.",reports/global-trending/repositories/your-papa__obsidian-Smart2Brain.md,sources/your-papa__obsidian-Smart2Brain
alibaizhanov/mengram,https://github.com/alibaizhanov/mengram,agent-harness-mcp,에이전트 하네스/MCP,global,Python,178,solid,source+report,154,38,5,false,109,cli-first;api/server;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;containerized deploy,openai;anthropic;claude;mcp;langchain;fastapi;transformers,mcp:integrations/claude-code-plugin/.mcp.json;mcp:api/cloud_mcp_server.py;mcp:api/mcp_server.py;agentRuntime:integrations/openclaw/SKILL.md;agentRuntime:integrations/claude-code-plugin/skills/memory/SKILL.md;agentRuntime:integrations/claude-code-plugin/hooks/hooks.json;agentRuntime:integrations/claude-code-plugin/hooks/scripts/load-profile.sh;entrypoints:vscode-mengram/media/main.js;entrypoints:obsidian-plugin/src/main.ts;entrypoints:examples/personal-assistant/main.py;entrypoints:examples/devops-agent/main.py;config:pyproject.toml,ci path not obvious,"에이전트 하네스/MCP 관점에서 cli-first, api/server, agent/tool runtime 구조로 읽힌다. 핵심 소스 근거는 mcp=integrations/claude-code-plugin/.mcp.json, api/cloud_mcp_server.py, api/mcp_server.py이고, 의존성 단서는 openai, anthropic, claude, mcp, langchain, fastapi, 검증/운영 단서는 test/eval 경로가 보임, container/deploy 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/global-trending/repositories/alibaizhanov__mengram.md,sources/alibaizhanov__mengram
henomis/phero,https://github.com/henomis/phero,agent-harness-mcp,에이전트 하네스/MCP,korea,Go,60,solid,source+report,283,91,7,false,109,cli-first;api/server;agent/tool runtime;retrieval/vector path;eval/test harness;containerized deploy,openai;anthropic;modelcontextprotocol;qdrant;weaviate;opentelemetry,mcp:web/mcp.html;mcp:tests/e2e/mcp_test.go;mcp:tests/e2e/testdata/mcp-echo-server/main.go;mcp:mcp/doc.go;agentRuntime:web/agent.html;agentRuntime:web/memory.html;agentRuntime:web/skill.html;agentRuntime:web/tool.html;entrypoints:nats/server.go;entrypoints:examples/tracing/main.go;entrypoints:examples/supervisor-blackboard/main.go;config:go.mod,,"에이전트 하네스/MCP 관점에서 cli-first, api/server, agent/tool runtime 구조로 읽힌다. 핵심 소스 근거는 mcp=web/mcp.html, tests/e2e/mcp_test.go, tests/e2e/testdata/mcp-echo-server/main.go이고, 의존성 단서는 openai, anthropic, modelcontextprotocol, qdrant, weaviate, opentelemetry, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, container/deploy 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/global-trending/repositories/henomis__phero.md,sources/henomis__phero
sktelecom/onot,https://github.com/sktelecom/onot,general-ai-open-source,일반 AI 오픈소스,korea,Python,15,solid,source+report,169,53,6,false,109,cli-first;api/server;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface,fastapi;express;pydantic;typer,entrypoints:src/onot/cli/main.py;entrypoints:frontend/src/App.test.tsx;entrypoints:frontend/src/App.tsx;entrypoints:frontend/src/index.css;config:pyproject.toml;config:frontend/package.json;config:frontend/tsconfig.json;config:electron/package.json;docs:README.md;docs:docs/USER_GUIDE.md;docs:docs/images/01-home.png;docs:docs/images/02-uploaded.png,,"일반 AI 오픈소스 관점에서 cli-first, api/server, agent/tool runtime 구조로 읽힌다. 핵심 소스 근거는 entrypoints=src/onot/cli/main.py, frontend/src/App.test.tsx, frontend/src/App.tsx이고, 의존성 단서는 fastapi, express, pydantic, typer, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/korea-trending/repositories/sktelecom__onot.md,sources/sktelecom__onot
lowtidebuild/data-protection-agent,https://github.com/lowtidebuild/data-protection-agent,agent-harness-mcp,에이전트 하네스/MCP,korea,Python,0,solid,source+report,2975,155,6,false,109,agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface,,agentRuntime:AGENTS.md;agentRuntime:docs/agent-protocol.md;agentRuntime:.claude/skills/trust-boundary/SKILL.md;agentRuntime:.claude/skills/result-memo-composition/SKILL.md;instruction:CLAUDE.md;instruction:sources/us-ca/CLAUDE.md;config:requirements.txt;config:sources/us-ca/requirements.txt;ci:.github/workflows/ci.yml;eval:tests/test_coverage_report_all.py;eval:tests/test_coverage_report_eu.py,entrypoint path not obvious,"에이전트 하네스/MCP 관점에서 agent/tool runtime, retrieval/vector path, spec/docs-driven 구조로 읽힌다. 핵심 소스 근거는 agentRuntime=AGENTS.md, docs/agent-protocol.md, .claude/skills/trust-boundary/SKILL.md이고, 의존성 단서는 dependency cue 약함, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, 에이전트 지시문 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 11개 파일 경로를 직접 스캔해야 확인된다.",reports/korea-trending/repositories/lowtidebuild__data-protection-agent.md,sources/lowtidebuild__data-protection-agent
