path,title,kind,folder,priority,categories,summary
reports/clone-structures/upstash__context7.md,upstash/context7 구조 분석,clone-structure-report,clone-structures,-28,clone-structure-inventory;repository-deep-dives,upstash/context7 구조 분석 생성일 2026 06 17T22 41 11.818Z 기본 정보 항목 값 local path sources/upstash context7 remote https //github.com/upstash/context7 HEAD 1f6212b 2026 06 10 trigger the Test workflow only when they touch packages/ or the root files that affect the too
reports/clone-structures/vercel-labs__opensrc.md,vercel-labs/opensrc 구조 분석,clone-structure-report,clone-structures,-28,clone-structure-inventory;repository-deep-dives,"vercel labs/opensrc 구조 분석 생성일 2026 06 17T22 41 11.818Z 기본 정보 항목 값 local path sources/vercel labs opensrc remote https //github.com/vercel labs/opensrc.git HEAD 2efd74e 2026 04 30 Document fetch command, fix search index, add type check CI, structured error han"
reports/clone-structures/vllm-project__vllm.md,vllm-project/vllm 구조 분석,clone-structure-report,clone-structures,-28,adjacent-infrastructure;clone-structure-inventory;repository-deep-dives,vllm project/vllm 구조 분석 생성일 2026 06 17T22 41 11.818Z 기본 정보 항목 값 local path sources/vllm project vllm remote https //github.com/vllm project/vllm HEAD a30addc 2026 06 12 Docs KV Connector NIXL document KV Transfer stat logging and Prometheus metrics 44055 branc
reports/clone-structures/weaviate__Verba.md,weaviate/Verba 구조 분석,clone-structure-report,clone-structures,-28,clone-structure-inventory;repository-deep-dives,"weaviate/Verba 구조 분석 생성일 2026 06 17T22 41 11.818Z 기본 정보 항목 값 local path sources/weaviate Verba remote https //github.com/weaviate/Verba HEAD 70b6cfb 2026 06 08 goodbye branch main groups adjacent tech 50, previous clone inventory 107 files 377 dirs 68 stack No"
reports/clone-structures/weaviate__weaviate.md,weaviate/weaviate 구조 분석,clone-structure-report,clone-structures,-28,clone-structure-inventory;repository-deep-dives,weaviate/weaviate 구조 분석 생성일 2026 06 17T22 41 11.818Z 기본 정보 항목 값 local path sources/weaviate weaviate remote https //github.com/weaviate/weaviate HEAD 24163af 2026 06 12 Merge pull request 10657 from weaviate/more alloc optimization branch main groups adjacent 
reports/clone-structures/xorbitsai__inference.md,xorbitsai/inference 구조 분석,clone-structure-report,clone-structures,-28,clone-structure-inventory;repository-deep-dives,xorbitsai/inference 구조 분석 생성일 2026 06 17T22 41 11.818Z 기본 정보 항목 값 local path sources/xorbitsai inference remote https //github.com/xorbitsai/inference HEAD 1fbae04 2026 06 12 fix monitor correct alert rule labels/expressions and add 4 new rules 5016 branch mai
reports/clone-structures/Yeachan-Heo__oh-my-claudecode.md,Yeachan-Heo/oh-my-claudecode 구조 분석,clone-structure-report,clone-structures,-28,coding-agents;clone-structure-inventory;repository-deep-dives,Yeachan Heo/oh my claudecode 구조 분석 생성일 2026 06 17T22 41 11.818Z 기본 정보 항목 값 local path sources/Yeachan Heo oh my claudecode remote https //github.com/Yeachan Heo/oh my claudecode HEAD deee3a4 2026 06 09 chore release merge dev for v4.14.6 branch main groups cor
reports/clone-structures/Yeachan-Heo__oh-my-codex.md,Yeachan-Heo/oh-my-codex 구조 분석,clone-structure-report,clone-structures,-28,coding-agents;clone-structure-inventory;repository-deep-dives,Yeachan Heo/oh my codex 구조 분석 생성일 2026 06 17T22 41 11.818Z 기본 정보 항목 값 local path sources/Yeachan Heo oh my codex remote https //github.com/Yeachan Heo/oh my codex HEAD 0332e47 2026 06 09 ci configure npm auth for manual publish 2766 branch main groups core age
reports/repositories/aaif-goose-goose.md,aaif-goose/goose 분석 보고서,per-repository-report,repositories,-28,coding-agents;repository-deep-dives,"aaif goose/goose 분석 보고서 1. 요약 평가 goose는 Rust 기반의 로컬 AI 에이전트 플랫폼이다. 단순한 코딩 보조 CLI라기보다, CLI, Electron Desktop, HTTP API 서버, ACP 서버, MCP 확장 런타임, 스케줄러, 게이트웨이, 레시피, 플러그인, 스킬, 로컬 추론까지 포함하는 “사용자 머신 위의 범용 agent operating layer”에 가깝다. README가 강조하는 핵심 문장은 “general purpo"
reports/repositories/agno-agi-agno.md,agno-agi/agno 분석 보고서,per-repository-report,repositories,-28,coding-agents;repository-deep-dives,"agno agi/agno 분석 보고서 1. 요약 평가 Agno는 Python 기반의 에이전트 플랫폼 SDK다. Claude Code, Codex, Gemini CLI류처럼 터미널에서 개발자의 로컬 파일을 직접 수정하는 “코딩 전용 에이전트”라기보다, 에이전트·팀·워크플로우·지식·메모리·승인·스케줄·API 서버를 하나의 제품 플랫폼으로 묶는 프레임워크다. README가 스스로를 “SDK for building agent platforms”라고 설명하는 것처럼, 핵"
reports/repositories/aider-ai-aider.md,Aider-AI/aider 분석 보고서,per-repository-report,repositories,-28,coding-agents;repository-deep-dives,"Aider AI/aider 분석 보고서 1. 요약 평가 Aider는 Python 기반의 터미널 AI pair programmer다. Claude Code, Codex, Gemini CLI류의 “범용 agent shell”과 비교하면 더 좁고 선명한 철학을 가진다. Aider는 사용자의 저장소 안에서 명시적으로 선택한 파일을 LLM과 함께 편집하고, Git commit과 undo를 안전망으로 삼고, repo map으로 전체 코드베이스의 구조적 맥락을 압축해서 제공"
reports/repositories/all-hands-ai-openhands.md,All-Hands-AI/OpenHands 심층 분석,per-repository-report,repositories,-28,coding-agents;repository-deep-dives,"All Hands AI/OpenHands 심층 분석 분석 기준일 2026 06 10 분석 대상 All Hands AI/OpenHands 로컬 소스 sources/All Hands AI OpenHands 분석 커밋 2a3f06a 기본 브랜치 main 주 언어 Python, TypeScript/React 라이선스 루트 MIT, enterprise/ 는 PolyForm Free Trial License 1.0.0 최신 릴리스 메타데이터 1.7.0 2026 05 01 "
reports/repositories/anomalyco-opencode.md,anomalyco/opencode 심층 분석,per-repository-report,repositories,-28,coding-agents;repository-deep-dives,"anomalyco/opencode 심층 분석 분석 기준일 2026 06 10 분석 대상 anomalyco/opencode 로컬 경로 sources/anomalyco opencode 분석 커밋 4c9abff 기본 브랜치 dev 라이선스 MIT 주요 언어 TypeScript 최신 릴리스 v1.17.1 1. 총평 opencode는 단순한 터미널 래퍼형 코딩 에이전트가 아니라, CLI, TUI, 웹 앱, 데스크톱 앱, HTTP 서버, SDK, 플러그인, MCP, 세션 "
reports/repositories/browser-use-browser-use.md,browser-use/browser-use 심층 분석,per-repository-report,repositories,-28,coding-agents;repository-deep-dives,"browser use/browser use 심층 분석 분석 기준일 2026 06 10 분석 대상 browser use/browser use 로컬 경로 sources/browser use browser use 분석 커밋 476ef1b 기본 브랜치 main 라이선스 MIT 주요 언어 Python 최신 릴리스 0.13.1 1. 총평 browser use는 ""웹사이트를 AI 에이전트가 사용할 수 있게 만드는"" 브라우저 자동화 에이전트 프레임워크다. 코딩 에이전트 계열과"
reports/repositories/cline-cline.md,cline/cline 심층 분석,per-repository-report,repositories,-28,coding-agents;repository-deep-dives,"cline/cline 심층 분석 분석 기준일 2026 06 10 분석 대상 cline/cline 로컬 소스 sources/cline cline 분석 커밋 7d11935 기본 브랜치 main 주 언어 TypeScript 라이선스 Apache 2.0 최신 릴리스 메타데이터 CLI v3.0.23 cli v3.0.23 , 2026 06 10 GitHub 메타데이터 2026 06 10 수집 시점 기준 star 약 63,010, fork 약 6,649 1. 한 줄 평가 C"
reports/repositories/ComposioHQ-composio.md,ComposioHQ/composio 분석 보고서,per-repository-report,repositories,-28,coding-agents;repository-deep-dives,"ComposioHQ/composio 분석 보고서 대상 저장소 https //github.com/ComposioHQ/composio 로컬 경로 /Users/shinjoungeun/Documents/중은v2/sources/ComposioHQ composio 분석 기준 커밋 094aed6 기본 브랜치 next 생성일 2024 02 23 주 언어 TypeScript 라이선스 표기 GitHub metadata는 MIT, TypeScript 패키지는 ISC, Python "
reports/repositories/continuedev-continue.md,continuedev/continue 분석 보고서,per-repository-report,repositories,-28,coding-agents;repository-deep-dives,"continuedev/continue 분석 보고서 1. 요약 평가 Continue는 IDE extension, CLI, core engine, indexing, model provider layer를 함께 가진 오픈소스 코딩 에이전트 코드베이스다. Codex/Gemini CLI처럼 터미널에서만 동작하는 도구가 아니라, VS Code/JetBrains 안에서 chat, edit, autocomplete, next edit, codebase retrieval을 제공"
reports/repositories/crewaiinc-crewai.md,crewAIInc/crewAI 분석 보고서,per-repository-report,repositories,-28,coding-agents;repository-deep-dives,"crewAIInc/crewAI 분석 보고서 1. 요약 평가 CrewAI는 Python 기반 multi agent automation framework다. 이 프로젝트의 핵심은 “자율 agent 팀”인 Crews와 “생산 환경용 event/state workflow”인 Flows를 분리해서 제공하는 것이다. Crew는 역할, 목표, backstory, tools를 가진 agent들이 task를 수행하게 만들고, Flow는 그 agent 팀을 실제 업무 시스템 안에"
reports/repositories/google-gemini-cli.md,google-gemini/gemini-cli 심층 분석 보고서,per-repository-report,repositories,-28,coding-agents;repository-deep-dives,"google gemini/gemini cli 심층 분석 보고서 분석 기준일 2026 06 10 로컬 소스 sources/google gemini gemini cli 분석 commit 1d2adf7 GitHub <https //github.com/google gemini/gemini cli 주 언어 TypeScript 라이선스 Apache 2.0 GitHub 메타데이터 105,128 stars, 14,026 forks, latest release v0.46.0 ,"
reports/repositories/Kilo-Org-kilocode.md,Kilo-Org/kilocode 상세 분석 보고서,per-repository-report,repositories,-28,coding-agents;repository-deep-dives,"Kilo Org/kilocode 상세 분석 보고서 1. 기본 평가 대상 https //github.com/Kilo Org/kilocode 로컬 소스 sources/Kilo Org kilocode 분석 기준 커밋 5637375874d80dacf7d7365ba5a3e97ca29110b8 5637375 기준 브랜치 main 마지막 커밋 시각 2026 06 10 15 27 05 +0200 최신 릴리스 v7.3.41 , 2026 06 09 생성일 2025 03 10 주 "
reports/repositories/langchain-ai-langgraph.md,langchain-ai/langgraph 분석 보고서,per-repository-report,repositories,-28,coding-agents;repository-deep-dives,"langchain ai/langgraph 분석 보고서 1. 요약 평가 LangGraph는 Claude Code, Codex, Gemini CLI처럼 완성된 코딩 에이전트 앱이 아니라, 그런 종류의 에이전트를 더 안정적으로 만들기 위한 저수준 orchestration framework다. 핵심 질문은 “LLM에게 어떤 명령을 줄 것인가”가 아니라 “LLM, tool, human approval, memory, retry, streaming, checkpoint, "
reports/repositories/microsoft-autogen.md,microsoft/autogen 심층 분석 보고서,per-repository-report,repositories,-28,coding-agents;repository-deep-dives,"microsoft/autogen 심층 분석 보고서 분석 기준일 2026 06 10 분석 대상 커밋 027ecf0 로컬 소스 sources/microsoft autogen 공식 저장소 https //github.com/microsoft/autogen 1. 요약 판단 microsoft/autogen 은 AI 코딩 에이전트라기보다, 여러 에이전트를 이벤트/메시지 기반으로 조립하고 도구, 모델, 코드 실행기, 웹/파일 브라우징 에이전트, Studio UI까지 얹을 수 "
reports/repositories/modelcontextprotocol-servers.md,modelcontextprotocol/servers 심층 분석,per-repository-report,repositories,-28,coding-agents;repository-deep-dives,"modelcontextprotocol/servers 심층 분석 분석 기준일 2026 06 10 분석 대상 modelcontextprotocol/servers 로컬 경로 sources/modelcontextprotocol servers 분석 커밋 275175c 기본 브랜치 main 주요 언어 TypeScript, Python 루트 패키지 버전 0.6.2 라이선스 Apache 2.0 전환 중, 기존 MIT 코드 및 문서 CC BY 4.0 혼재 1. 총평 modelc"
reports/repositories/nanobrowser-nanobrowser.md,nanobrowser/nanobrowser 심층 분석 보고서,per-repository-report,repositories,-28,coding-agents;repository-deep-dives,"nanobrowser/nanobrowser 심층 분석 보고서 분석 기준일 2026 06 10 분석 대상 커밋 322384f8b4d48d8614343e51efca68c85e64f90b 원격 저장소 https //github.com/nanobrowser/nanobrowser 로컬 경로 sources/nanobrowser nanobrowser 1. 한 줄 결론 nanobrowser 는 서버형 브라우저 자동화 서비스가 아니라, Chrome/Edge 안에서 직접 실행되는"
reports/repositories/nesquena-hermes-webui.md,nesquena/hermes-webui 심층 분석 보고서,per-repository-report,repositories,-28,coding-agents;repository-deep-dives,"nesquena/hermes webui 심층 분석 보고서 분석 기준일 2026 06 10 분석 대상 커밋 85d0e522e008b176767e3cc5fd6fad5b23270dc0 원격 저장소 https //github.com/nesquena/hermes webui 로컬 경로 sources/nesquena hermes webui 1. 한 줄 결론 hermes webui 는 Hermes Agent 자체가 아니라, Hermes Agent를 브라우저와 모바일에서 쓰기 "
reports/repositories/NousResearch-hermes-agent.md,NousResearch/hermes-agent 분석 보고서,per-repository-report,repositories,-28,coding-agents;repository-deep-dives,"NousResearch/hermes agent 분석 보고서 1. 요약 평가 Hermes Agent는 Python 기반의 개인 AI agent 플랫폼이다. 단순한 CLI coding assistant가 아니라 CLI, TUI, messaging gateway, cron automation, MCP, plugin, memory provider, subagent delegation, terminal backend를 하나의 agent core 주변에 묶는 “항상 켜져 "
reports/repositories/openai-codex-plugin-cc.md,openai/codex-plugin-cc 상세 분석 보고서,per-repository-report,repositories,-28,coding-agents;repository-deep-dives,"openai/codex plugin cc 상세 분석 보고서 1. 기본 평가 대상 https //github.com/openai/codex plugin cc 로컬 소스 sources/openai codex plugin cc 분석 기준 커밋 807e03ac9d5aa23bc395fdec8c3767500a86b3cf 807e03 기준 브랜치 main 마지막 커밋 시각 2026 04 18 13 41 53 0700 최신 릴리스 v1.0.4 , 2026 04 18 생성일 2"
reports/repositories/openai-codex.md,openai/codex 심층 분석 보고서,per-repository-report,repositories,-28,coding-agents;repository-deep-dives,"openai/codex 심층 분석 보고서 검증 기준 2026 06 10, local clone sources/openai codex , commit d2f6d23 , GitHub stars 90150 , license apache 2.0 . 1. 평가 요약 openai/codex 는 ""로컬 터미널에서 실행되는 공식 코딩 에이전트""라는 포지션이 명확하다. 겉으로는 codex 라는 단일 CLI지만, 실제 구조는 npm wrapper, Rust CLI, TUI, he"
reports/repositories/openclaw-openclaw.md,openclaw/openclaw 분석 보고서,per-repository-report,repositories,-28,coding-agents;repository-deep-dives,"openclaw/openclaw 분석 보고서 1. 요약 평가 OpenClaw는 TypeScript 기반의 개인 AI assistant gateway다. Codex, Gemini CLI, Aider처럼 “터미널에서 현재 repo를 고치는 coding agent”가 아니라, 한 사용자가 자기 기기와 메시징 채널을 묶어 항상 켜두는 개인 assistant를 만드는 제품형 모노레포다. README의 표현대로 Gateway는 control plane이고, 실제 제품은 W"
reports/repositories/openinterpreter-open-interpreter.md,openinterpreter/open-interpreter 심층 분석,per-repository-report,repositories,-28,coding-agents;repository-deep-dives,openinterpreter/open interpreter 심층 분석 분석 기준일 2026 06 10 분석 대상 openinterpreter/open interpreter 로컬 소스 sources/openinterpreter open interpreter 분석 커밋 e00f08e 기본 브랜치 main 주 언어 Python 라이선스 AGPL 3.0 최신 릴리스 메타데이터 GitHub API 기준 없음 GitHub 메타데이터 2026 06 10 수집 시점 기준 st
reports/repositories/QwenLM-qwen-code.md,QwenLM/qwen-code 상세 분석 보고서,per-repository-report,repositories,-28,coding-agents;repository-deep-dives,QwenLM/qwen code 상세 분석 보고서 1. 기본 평가 대상 https //github.com/QwenLM/qwen code 로컬 소스 sources/QwenLM qwen code 분석 기준 커밋 be62f0e93d4e2f59259650aa39a0a389fd033d44 be62f0e 기준 브랜치 main 마지막 커밋 시각 2026 06 10 21 32 56 +0800 GitHub 메타데이터 수집 시각 2026 06 10T14 00 10.843Z 생성일 
reports/repositories/RooCodeInc-Roo-Code.md,RooCodeInc/Roo-Code 상세 분석 보고서,per-repository-report,repositories,-28,coding-agents;repository-deep-dives,"RooCodeInc/Roo Code 상세 분석 보고서 1. 기본 평가 대상 https //github.com/RooCodeInc/Roo Code 로컬 소스 sources/RooCodeInc Roo Code 분석 기준 커밋 b867ec9145750d0ae1ff7f02d35406e9bf2a0b16 b867ec9 기준 브랜치 main 마지막 커밋 시각 2026 05 15 14 04 45 0400 최신 릴리스 v3.54.0 , 2026 05 15 GitHub 상태 ar"
reports/repositories/SWE-agent-SWE-agent.md,SWE-agent/SWE-agent 상세 분석 보고서,per-repository-report,repositories,-28,coding-agents;repository-deep-dives,"SWE agent/SWE agent 상세 분석 보고서 1. 기본 평가 대상 https //github.com/SWE agent/SWE agent 로컬 소스 sources/SWE agent SWE agent 분석 기준 커밋 a3d018f a3d018f Chore deps Bump codecov/codecov action from 6.0.1 to 7.0.0 기준 브랜치 main 마지막 커밋 시각 2026 06 09 최신 릴리스 v1.1.0 , 2025 05 22 생"
reports/repositories/TabbyML-tabby.md,TabbyML/tabby 분석 보고서,per-repository-report,repositories,-28,coding-agents;repository-deep-dives,"TabbyML/tabby 분석 보고서 1. 요약 평가 Tabby는 Claude Code, Codex, Gemini CLI처럼 사용자의 터미널에서 직접 작업을 수행하는 agent라기보다, self hosted AI coding assistant 서버와 IDE 클라이언트 생태계다. 핵심 목적은 GitHub Copilot류 코드완성/채팅/편집 보조를 조직 내부 인프라에서 자체 운영하게 하는 것이다. 이 저장소의 중심은 Rust 서버다. crates/tabby 가 /v"
reports/repositories/ultraworkers-claw-code.md,ultraworkers/claw-code 상세 분석,per-repository-report,repositories,-28,coding-agents;repository-deep-dives,"ultraworkers/claw code 상세 분석 분석 기준일 2026 06 10 로컬 소스 sources/ultraworkers claw code 분석 커밋 d229a9b022d4845d28a728677e6a6b7c22ec5a2e 기본 브랜치 main 주 언어 Rust 라이선스 MIT GitHub 메타데이터 공개 저장소, 생성일 2026 03 31, stars 193,577, forks 109,961, watchers 1,998, latest release "
reports/repositories/upstash-context7.md,upstash/context7 분석 보고서,per-repository-report,repositories,-28,coding-agents;repository-deep-dives,"upstash/context7 분석 보고서 1. 요약 평가 Context7은 Claude Code, Codex, Gemini CLI, Cursor, Cline류 에이전트가 오래된 학습 데이터나 부정확한 패키지 지식에 의존하지 않도록, 최신 라이브러리 문서를 MCP 도구와 CLI로 공급하는 문서 컨텍스트 레이어다. 이 레포지토리는 코딩 에이전트의 계획·실행·수정 루프 자체를 제공하지 않는다. 대신 에이전트가 “지금 이 라이브러리의 실제 문서”를 질의할 수 있게 만"
reports/repositories/Yeachan-Heo-oh-my-claudecode.md,Yeachan-Heo/oh-my-claudecode 분석 보고서,per-repository-report,repositories,-28,coding-agents;repository-deep-dives,"Yeachan Heo/oh my claudecode 분석 보고서 1. 요약 평가 oh my claudecode, 이하 OMC는 Claude Code 위에 설치되는 multi agent orchestration layer다. 자체 LLM runtime을 구현하는 프로젝트가 아니라 Claude Code plugin, slash command, hook, skill, MCP tools server, npm CLI, tmux worker runtime을 묶어 Claud"
reports/repositories/Yeachan-Heo-oh-my-codex.md,Yeachan-Heo/oh-my-codex 심층 분석,per-repository-report,repositories,-28,coding-agents;repository-deep-dives,"Yeachan Heo/oh my codex 심층 분석 1. 분석 기준과 결론 요약 대상 저장소 Yeachan Heo/oh my codex 로컬 소스 sources/Yeachan Heo oh my codex 분석 커밋 0332e47 최신 확인 릴리스 v0.18.11 , 2026 06 09 주 언어 TypeScript, Rust 보조 바이너리 패키지명 oh my codex 실행 명령 omx 라이선스 표기 package.json 및 플러그인 manifest는 MIT,"
reports/global-trending/repositories/0xMassi__webclaw.md,0xMassi/webclaw,per-repository-report,global-trending/repositories,-29,global-trending-open-source;repository-deep-dives,0xMassi/webclaw Generated 2026 06 18T00 37 41.085Z Basic Info key value GitHub https //github.com/0xMassi/webclaw local path sources/0xMassi webclaw HEAD 3caca67 stars/forks 1416 / 157 language Rust license pushedAt 2026 06 17T15 14 56Z trendScore / prioritySc
reports/global-trending/repositories/0xPlaygrounds__rig.md,0xPlaygrounds/rig,per-repository-report,global-trending/repositories,-29,global-trending-open-source;repository-deep-dives,0xPlaygrounds/rig Generated 2026 06 18T00 37 41.085Z Basic Info key value GitHub https //github.com/0xPlaygrounds/rig local path sources/0xPlaygrounds rig HEAD 586f543 stars/forks 7660 / 855 language Rust license pushedAt 2026 06 17T19 28 56Z trendScore / prio
reports/global-trending/repositories/0xranx__OpenContext.md,0xranx/OpenContext,per-repository-report,global-trending/repositories,-29,global-trending-open-source;repository-deep-dives,0xranx/OpenContext Generated 2026 06 18T00 37 41.085Z Basic Info key value GitHub https //github.com/0xranx/OpenContext local path sources/0xranx OpenContext HEAD 0649e71 stars/forks 590 / 37 language JavaScript license pushedAt 2026 06 16T01 43 12Z trendScore
reports/global-trending/repositories/2FastLabs__agent-squad.md,2FastLabs/agent-squad,per-repository-report,global-trending/repositories,-29,global-trending-open-source;repository-deep-dives,2FastLabs/agent squad Generated 2026 06 18T00 37 41.085Z Basic Info key value GitHub https //github.com/2FastLabs/agent squad local path sources/2FastLabs agent squad HEAD db10bf5 stars/forks 7661 / 721 language Python license pushedAt 2026 06 17T08 40 49Z tre
reports/global-trending/repositories/403errors__repomind.md,403errors/repomind,per-repository-report,global-trending/repositories,-29,global-trending-open-source;repository-deep-dives,403errors/repomind Generated 2026 06 18T00 37 41.085Z Basic Info key value GitHub https //github.com/403errors/repomind local path sources/403errors repomind HEAD 74da759 stars/forks 257 / 39 language TypeScript license pushedAt 2026 06 15T08 49 00Z trendScore
reports/global-trending/repositories/aaif-goose__goose.md,aaif-goose/goose,per-repository-report,global-trending/repositories,-29,global-trending-open-source;repository-deep-dives,aaif goose/goose Generated 2026 06 18T00 37 41.085Z Basic Info key value GitHub https //github.com/aaif goose/goose local path sources/aaif goose goose HEAD d2ab786 stars/forks 49691 / 5261 language Rust license pushedAt 2026 06 18T00 13 24Z trendScore / prior
reports/global-trending/repositories/abhigyanpatwari__GitNexus.md,abhigyanpatwari/GitNexus,per-repository-report,global-trending/repositories,-29,global-trending-open-source;repository-deep-dives,abhigyanpatwari/GitNexus Generated 2026 06 18T00 37 41.085Z Basic Info key value GitHub https //github.com/abhigyanpatwari/GitNexus local path sources/abhigyanpatwari GitNexus HEAD 78e5ff3 stars/forks 42383 / 4795 language TypeScript license pushedAt 2026 06 1
reports/global-trending/repositories/activeloopai__hivemind.md,activeloopai/hivemind,per-repository-report,global-trending/repositories,-29,global-trending-open-source;repository-deep-dives,activeloopai/hivemind Generated 2026 06 18T00 37 41.085Z Basic Info key value GitHub https //github.com/activeloopai/hivemind local path sources/activeloopai hivemind HEAD 94b66dd stars/forks 1270 / 75 language TypeScript license pushedAt 2026 06 17T22 34 33Z 
reports/global-trending/repositories/activepieces__activepieces.md,activepieces/activepieces,per-repository-report,global-trending/repositories,-29,global-trending-open-source;repository-deep-dives,activepieces/activepieces Generated 2026 06 18T00 37 41.085Z Basic Info key value GitHub https //github.com/activepieces/activepieces local path sources/activepieces activepieces HEAD 499a2983 stars/forks 22806 / 3811 language TypeScript license pushedAt 2026 
reports/global-trending/repositories/adbar__trafilatura.md,adbar/trafilatura,per-repository-report,global-trending/repositories,-29,global-trending-open-source;repository-deep-dives,adbar/trafilatura Generated 2026 06 18T00 37 41.085Z Basic Info key value GitHub https //github.com/adbar/trafilatura local path sources/adbar trafilatura HEAD 32b4050 stars/forks 6146 / 386 language Python license pushedAt 2026 06 17T17 00 56Z trendScore / pr
reports/global-trending/repositories/affaan-m__ECC.md,affaan-m/ECC,per-repository-report,global-trending/repositories,-29,global-trending-open-source;repository-deep-dives,affaan m/ECC Generated 2026 06 18T00 37 41.085Z Basic Info key value GitHub https //github.com/affaan m/ECC local path sources/affaan m ECC HEAD ceca288 stars/forks 217294 / 33355 language JavaScript license pushedAt 2026 06 17T17 04 18Z trendScore / priorityS
reports/global-trending/repositories/Agent-Hellboy__mcp-server-fuzzer.md,Agent-Hellboy/mcp-server-fuzzer,per-repository-report,global-trending/repositories,-29,agent-harness;global-trending-open-source;repository-deep-dives,Agent Hellboy/mcp server fuzzer Generated 2026 06 18T00 37 41.085Z Basic Info key value GitHub https //github.com/Agent Hellboy/mcp server fuzzer local path sources/Agent Hellboy mcp server fuzzer HEAD 249f9e9 stars/forks 35 / 6 language Python license pushedA
reports/global-trending/repositories/agent0ai__agent-zero.md,agent0ai/agent-zero,per-repository-report,global-trending/repositories,-29,global-trending-open-source;repository-deep-dives,agent0ai/agent zero Generated 2026 06 18T00 37 41.085Z Basic Info key value GitHub https //github.com/agent0ai/agent zero local path sources/agent0ai agent zero HEAD f9d8167 stars/forks 18111 / 3662 language Python license pushedAt 2026 06 17T13 04 26Z trendSc
reports/global-trending/repositories/AgentEvalHQ__AgentEval.md,AgentEvalHQ/AgentEval,per-repository-report,global-trending/repositories,-29,global-trending-open-source;repository-deep-dives,AgentEvalHQ/AgentEval Generated 2026 06 18T00 37 41.085Z Basic Info key value GitHub https //github.com/AgentEvalHQ/AgentEval local path sources/AgentEvalHQ AgentEval HEAD 871dff7 stars/forks 124 / 10 language C license pushedAt 2026 06 17T08 27 24Z trendScore
reports/global-trending/repositories/agentgateway__agentgateway.md,agentgateway/agentgateway,per-repository-report,global-trending/repositories,-29,global-trending-open-source;repository-deep-dives,agentgateway/agentgateway Generated 2026 06 18T00 37 41.085Z Basic Info key value GitHub https //github.com/agentgateway/agentgateway local path sources/agentgateway agentgateway HEAD 3965abc stars/forks 3339 / 546 language Rust license pushedAt 2026 06 17T19 
reports/global-trending/repositories/agentlas-ai__Hephaestus.md,agentlas-ai/Hephaestus,per-repository-report,global-trending/repositories,-29,global-trending-open-source;repository-deep-dives,agentlas ai/Hephaestus Generated 2026 06 18T00 37 41.085Z Basic Info key value GitHub https //github.com/agentlas ai/Hephaestus local path sources/agentlas ai Hephaestus HEAD fd34db7 stars/forks 74 / 13 language Python license pushedAt 2026 06 18T00 21 37Z tre
reports/global-trending/repositories/agents-flex__agents-flex.md,agents-flex/agents-flex,per-repository-report,global-trending/repositories,-29,global-trending-open-source;repository-deep-dives,agents flex/agents flex Generated 2026 06 18T00 37 41.085Z Basic Info key value GitHub https //github.com/agents flex/agents flex local path sources/agents flex agents flex HEAD 5058a7a stars/forks 1005 / 128 language Java license pushedAt 2026 06 17T08 12 19Z
reports/global-trending/repositories/agentscope-ai__agentscope-java.md,agentscope-ai/agentscope-java,per-repository-report,global-trending/repositories,-29,global-trending-open-source;repository-deep-dives,agentscope ai/agentscope java Generated 2026 06 18T00 37 41.085Z Basic Info key value GitHub https //github.com/agentscope ai/agentscope java local path sources/agentscope ai agentscope java HEAD 9120dc0 stars/forks 3897 / 835 language Java license pushedAt 20
reports/global-trending/repositories/agno-agi__agno.md,agno-agi/agno,per-repository-report,global-trending/repositories,-29,global-trending-open-source;repository-deep-dives,agno agi/agno Generated 2026 06 18T00 37 41.085Z Basic Info key value GitHub https //github.com/agno agi/agno local path sources/agno agi agno HEAD 3adb736 stars/forks 40751 / 5533 language Python license Apache 2.0 pushedAt 2026 06 17T22 31 36Z trendScore / p
reports/global-trending/repositories/ai-boost__awesome-harness-engineering.md,ai-boost/awesome-harness-engineering,per-repository-report,global-trending/repositories,-29,agent-harness;global-trending-open-source;repository-deep-dives,ai boost/awesome harness engineering Generated 2026 06 18T00 37 41.085Z Basic Info key value GitHub https //github.com/ai boost/awesome harness engineering local path sources/ai boost awesome harness engineering HEAD 22fa932 stars/forks 1905 / 195 language Pyt
reports/global-trending/repositories/Aider-AI__aider.md,Aider-AI/aider,per-repository-report,global-trending/repositories,-29,coding-agents;global-trending-open-source;repository-deep-dives,Aider AI/aider Generated 2026 06 18T00 37 41.085Z Basic Info key value GitHub https //github.com/Aider AI/aider local path sources/Aider AI aider HEAD 5dc9490 stars/forks 46390 / 4615 language Python license Apache 2.0 pushedAt 2026 05 22T14 02 20Z trendScore 
reports/global-trending/repositories/Aimino-Tech__opendocswork-mcp.md,Aimino-Tech/opendocswork-mcp,per-repository-report,global-trending/repositories,-29,agent-harness;global-trending-open-source;repository-deep-dives,Aimino Tech/opendocswork mcp Generated 2026 06 18T00 37 41.085Z Basic Info key value GitHub https //github.com/Aimino Tech/opendocswork mcp local path sources/Aimino Tech opendocswork mcp HEAD 945ab3d stars/forks 149 / 11 language Rust license pushedAt 2026 06
